17.0,65.0,17.0,186.0,121.0
17.0,65.0,17.0,253.0,188.0
17.0,65.0,132.0,65.0,115.0
17.0,65.0,132.0,186.0,168.63455967290608
17.0,65.0,132.0,253.0,235.6345596729066
17.0,65.0,629.0,19.0,631.0538238691622
17.0,65.0,629.0,300.0,718.7127701597096
17.0,65.0,122.0,161.0,144.76450198781708
17.0,65.0,529.0,161.0,607.1787155501911
17.0,65.0,205.0,95.0,200.4264068711928
17.0,65.0,205.0,124.0,234.39696961967016
17.0,65.0,205.0,148.0,272.4802307403559
17.0,65.0,205.0,175.0,314.3919189857878
17.0,65.0,205.0,201.0,313.50461735799615
17.0,65.0,205.0,227.0,288.0904037956229
17.0,65.0,445.0,95.0,440.4264068711928
17.0,65.0,445.0,124.0,452.4386001800126
17.0,65.0,445.0,148.0,462.37972567696715
17.0,65.0,445.0,175.0,484.33304448274157
17.0,65.0,445.0,201.0,510.01428534987394
17.0,65.0,445.0,227.0,506.1320343559659
17.0,65.0,3.0,125.0,65.79898987322333
17.0,65.0,140.0,110.0,141.6396103067892
17.0,65.0,168.0,84.0,158.8700576850888
17.0,65.0,480.0,237.0,543.6173157302044
17.0,65.0,512.0,210.0,598.0315292925775
17.0,65.0,325.0,72.0,310.89949493661163
17.0,65.0,305.0,161.0,327.7645019878173
17.0,186.0,17.0,253.0,67.0
17.0,186.0,132.0,65.0,168.63455967290608
17.0,186.0,132.0,186.0,115.0
17.0,186.0,132.0,253.0,142.75230867899737
17.0,186.0,629.0,19.0,681.1736649163081
17.0,186.0,629.0,300.0,659.2203461105335
17.0,186.0,122.0,161.0,115.35533905932735
17.0,186.0,529.0,161.0,617.7766952966381
17.0,186.0,205.0,95.0,233.1492782986679
17.0,186.0,205.0,124.0,262.14927829866815
17.0,186.0,205.0,148.0,286.14927829866843
17.0,186.0,205.0,175.0,263.02438661763995
17.0,186.0,205.0,201.0,237.02438661763972
17.0,186.0,205.0,227.0,211.61017305526636
17.0,186.0,445.0,95.0,473.1492782986685
17.0,186.0,445.0,124.0,485.1614716074882
17.0,186.0,445.0,148.0,494.2741699796961
17.0,186.0,445.0,175.0,473.1492782986679
17.0,186.0,445.0,201.0,462.3797256769674
17.0,186.0,445.0,227.0,451.61017305526696
17.0,186.0,3.0,125.0,66.79898987322333
17.0,186.0,140.0,110.0,154.48023074035532
17.0,186.0,168.0,84.0,193.2497833620561
17.0,186.0,480.0,237.0,484.12489168102843
17.0,186.0,512.0,210.0,538.5391052434015
17.0,186.0,325.0,72.0,355.22034611053397
17.0,186.0,305.0,161.0,338.9482681718912
17.0,253.0,132.0,65.0,235.6345596729066
17.0,253.0,132.0,186.0,142.75230867899737
17.0,253.0,132.0,253.0,115.0
17.0,253.0,629.0,19.0,717.7127701597096
17.0,253.0,629.0,300.0,631.4680374315353
17.0,253.0,122.0,161.0,143.1076477383247
17.0,253.0,529.0,161.0,604.9360748630718
17.0,253.0,205.0,95.0,285.504617357996
17.0,253.0,205.0,124.0,314.50461735799615
17.0,253.0,205.0,148.0,310.3208511739223
17.0,253.0,205.0,175.0,267.5807358037441
17.0,253.0,205.0,201.0,227.49747468305839
17.0,253.0,205.0,227.0,198.76955262170043
17.0,253.0,445.0,95.0,503.0609665441004
17.0,253.0,445.0,124.0,505.4579361637698
17.0,253.0,445.0,148.0,481.4335495461298
17.0,253.0,445.0,175.0,460.3086578651016
17.0,253.0,445.0,201.0,449.53910524340085
17.0,253.0,445.0,227.0,438.7695526217004
17.0,253.0,3.0,125.0,133.79898987322332
17.0,253.0,140.0,110.0,193.94826817189104
17.0,253.0,168.0,84.0,245.60512242138392
17.0,253.0,480.0,237.0,469.62741699796953
17.0,253.0,512.0,210.0,525.698484809835
17.0,253.0,325.0,72.0,407.57568516986163
17.0,253.0,305.0,161.0,326.1076477383249
132.0,65.0,132.0,186.0,121.0
132.0,65.0,132.0,253.0,188.0
132.0,65.0,629.0,19.0,516.0538238691622
132.0,65.0,629.0,300.0,603.7127701597096
132.0,65.0,122.0,161.0,100.14213562373095
132.0,65.0,529.0,161.0,492.1787155501911
